ลําดับ,รหัสหลักสูตร,สถาบัน,วิทยาเขต,คณะ,หลักสูตร,แขนง/วิชาเอก,โครงการ,รูปแบบ,PAT,"รหัส
รับรวม",รับ,สมัคร,ผาน,"ยืนยัน
สิทธิ์","อัตราการ
แขงขัน",คะแนนสูงสุด,คะแนนต่ําสุด
7121,31960101610801A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงราย,คณะบริหารธุรกิจและศิลปศาสตร,บธ.บ. บริหารธุรกิจ,การจัดการธุรกิจ (4ป),,Admission1,,,3,4,0,0,1 : 1.33,0,0
7122,31960101610801A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงราย,คณะบริหารธุรกิจและศิลปศาสตร,บธ.บ. บริหารธุรกิจ,การตลาด (4ป),,Admission1,,,3,0,0,0,1 : 0,0,0
7123,31960101610801A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงราย,คณะบริหารธุรกิจและศิลปศาสตร,บธ.บ. บริหารธุรกิจ,"การจัดการโลจีสติกส
(4ป)",,Admission2,,,2,0,0,0,1 : 0,0,0
7124,31960101610801A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงราย,คณะบริหารธุรกิจและศิลปศาสตร,บธ.บ. บริหารธุรกิจ,การจัดการธุรกิจ (4ป),,Admission2,,,2,1,0,0,1 : 0.5,0,0
7125,31960101610801A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงราย,คณะบริหารธุรกิจและศิลปศาสตร,บธ.บ. บริหารธุรกิจ,การตลาด (4ป),,Admission2,,,2,0,0,0,1 : 0,0,0
7126,31960103300501A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงราย,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมคอมพิวเตอร,,,Admission1,,,3,9,3,3,1 : 3,0,0
7127,31960103300501A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงราย,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมคอมพิวเตอร,,,Admission2,,,2,0,0,0,1 : 0,0,0
7128,31960103301601A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงราย,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมไฟฟา,วิศวกรรมไฟฟา (4ป),,Admission1,,,3,9,6,3,1 : 3,0,0
7129,31960103301601A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงราย,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมไฟฟา,วิศวกรรมไฟฟา (4ป),,Admission2,,,2,4,1,1,1 : 2,8856.14,8856.14
7130,31960103301601B,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงราย,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมไฟฟา,"วิศวกรรมไฟฟา (4ป)
ภาคพิเศษ",,Admission1,,,3,1,0,0,1 : 0.33,0,0
7131,31960103301601B,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงราย,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมไฟฟา,"วิศวกรรมไฟฟา (4ป)
ภาคพิเศษ",,Admission2,,,2,1,0,0,1 : 0.5,0,0
7132,31960103302101A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงราย,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมโยธา,,,Admission1,,,3,12,3,3,1 : 4,0,0
7133,31960103302101A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงราย,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมโยธา,,,Admission2,,,2,5,0,0,1 : 2.5,0,0
7134,31960103303401A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงราย,คณะวิศวกรรมศาสตร,"วศ.บ. วิศวกรรมอิเล็กทรอนิกสและ
ระบบควบคุมอัตโนมัติ",,,Admission1,,,3,0,0,0,1 : 0,0,0
7135,31960103303401A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงราย,คณะวิศวกรรมศาสตร,"วศ.บ. วิศวกรรมอิเล็กทรอนิกสและ
ระบบควบคุมอัตโนมัติ",,,Admission2,,,2,0,0,0,1 : 0,0,0
7136,31960103303502A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงราย,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมอุตสาหการ,"วิศวกรรมอุตสา
หการ (4ป)",,Admission1,,,3,1,0,0,1 : 0.33,0,0
7137,31960103303502A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงราย,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมอุตสาหการ,"วิศวกรรมโลจิสติกส
(4ป)",,Admission1,,,3,7,1,0,1 : 2.33,0,0
7138,31960103303502A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงราย,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมอุตสาหการ,"วิศวกรรมอุตสา
หการ (4ป)",,Admission2,,,2,0,0,0,1 : 0,0,0
7139,31960103303502A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงราย,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมอุตสาหการ,"วิศวกรรมโลจิสติกส
(4ป)",,Admission2,,,2,1,0,0,1 : 0.5,0,0
7140,31960201610501A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",ตาก,คณะบริหารธุรกิจและศิลปศาสตร,บช.บ. การบัญชี,,,Admission1,,,3,19,3,3,1 : 6.33,0,0
7141,31960201610501A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",ตาก,คณะบริหารธุรกิจและศิลปศาสตร,บช.บ. การบัญชี,,,Admission2,,,2,4,1,1,1 : 2,6861,6861
7142,31960201610801A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",ตาก,คณะบริหารธุรกิจและศิลปศาสตร,บธ.บ. บริหารธุรกิจ,การจัดการธุรกิจ (4ป),,Admission1,,,3,16,3,3,1 : 5.33,0,0
7143,31960201610801A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",ตาก,คณะบริหารธุรกิจและศิลปศาสตร,บธ.บ. บริหารธุรกิจ,การตลาด (4ป),,Admission1,,,3,11,3,3,1 : 3.67,0,0
7144,31960201610801A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",ตาก,คณะบริหารธุรกิจและศิลปศาสตร,บธ.บ. บริหารธุรกิจ,การจัดการธุรกิจ (4ป),,Admission2,,,2,5,2,0,1 : 2.5,0,0
7145,31960201610801A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",ตาก,คณะบริหารธุรกิจและศิลปศาสตร,บธ.บ. บริหารธุรกิจ,การตลาด (4ป),,Admission2,,,2,2,1,0,1 : 1,0,0
7146,31960201620101A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",ตาก,คณะบริหารธุรกิจและศิลปศาสตร,ศศ.บ. การทองเที่ยวและการบริการ,,,Admission1,,,3,3,1,1,1 : 1,0,0
7147,31960201620101A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",ตาก,คณะบริหารธุรกิจและศิลปศาสตร,ศศ.บ. การทองเที่ยวและการบริการ,,,Admission2,,,2,1,0,0,1 : 0.5,0,0
7148,31960201902501A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",ตาก,คณะบริหารธุรกิจและศิลปศาสตร,"ศศ.บ. ภาษาอังกฤษเพื่อการสื่อสาร
สากล",,,Admission1,,,3,10,3,3,1 : 3.33,0,0
7149,31960201902501A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",ตาก,คณะบริหารธุรกิจและศิลปศาสตร,"ศศ.บ. ภาษาอังกฤษเพื่อการสื่อสาร
สากล",,,Admission2,,,2,3,0,0,1 : 1.5,0,0
7150,31960202111801A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",ตาก,"คณะวิทยาศาสตรและ
เทคโนโลยีการเกษตร",วท.บ. ธุรกิจอาหารและโภชนาการ,,,Admission1,,,3,10,5,3,1 : 3.33,0,0
7151,31960202111801A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",ตาก,"คณะวิทยาศาสตรและ
เทคโนโลยีการเกษตร",วท.บ. ธุรกิจอาหารและโภชนาการ,,,Admission2,,,2,0,0,0,1 : 0,0,0
7152,31960202220101A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",ตาก,"คณะวิทยาศาสตรและ
เทคโนโลยีการเกษตร",วท.บ. เทคโนโลยีสารสนเทศ,,,Admission1,,,3,4,2,2,1 : 1.33,0,0
7153,31960202220101A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",ตาก,"คณะวิทยาศาสตรและ
เทคโนโลยีการเกษตร",วท.บ. เทคโนโลยีสารสนเทศ,,,Admission2,,,2,0,0,0,1 : 0,0,0
7154,31960203300501A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",ตาก,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมคอมพิวเตอร,,,Admission1,,,3,6,1,1,1 : 2,0,0
7155,31960203300501A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",ตาก,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมคอมพิวเตอร,,,Admission2,,,2,1,0,0,1 : 0.5,0,0
7156,31960203300701A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",ตาก,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมเครื่องกล,,,Admission1,,,3,10,3,3,1 : 3.33,0,0
7157,31960203300701A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",ตาก,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมเครื่องกล,,,Admission2,,,2,2,1,1,1 : 1,6133.2,6133.2
7158,31960203301601A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",ตาก,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมไฟฟา,วิศวกรรมไฟฟา (4ป),,Admission1,,,3,17,3,3,1 : 5.67,0,0
7159,31960203301601A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",ตาก,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมไฟฟา,วิศวกรรมไฟฟา (4ป),,Admission2,,,2,6,1,1,1 : 3,7600.5,7600.5
7160,31960203302101A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",ตาก,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมโยธา,,,Admission1,,,3,25,4,3,1 : 8.33,0,0
7161,31960203302101A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",ตาก,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมโยธา,,,Admission2,,,2,9,1,1,1 : 4.5,8843.75,8843.75
7162,31960203303401A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",ตาก,คณะวิศวกรรมศาสตร,"วศ.บ. วิศวกรรมอิเล็กทรอนิกสและ
ระบบควบคุมอัตโนมัติ",,,Admission1,,,3,5,3,3,1 : 1.67,0,0
7163,31960203303401A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",ตาก,คณะวิศวกรรมศาสตร,"วศ.บ. วิศวกรรมอิเล็กทรอนิกสและ
ระบบควบคุมอัตโนมัติ",,,Admission2,,,2,0,0,0,1 : 0,0,0
7164,31960203303502A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",ตาก,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมอุตสาหการ,"วิศวกรรมอุตสา
หการ (4ป)",,Admission1,,,3,5,0,0,1 : 1.67,0,0
7165,31960203303502A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",ตาก,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมอุตสาหการ,"วิศวกรรมอุตสา
หการ (4ป)",,Admission2,,,2,2,1,1,1 : 1,10430.4,10430.4
7166,31960203701101A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",ตาก,คณะวิศวกรรมศาสตร,ค.อ.บ. วิศวกรรมเครื่องกล,,,Admission1,,,3,5,1,0,1 : 1.67,0,0
7167,31960203701101A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",ตาก,คณะวิศวกรรมศาสตร,ค.อ.บ. วิศวกรรมเครื่องกล,,,Admission2,,,2,0,0,0,1 : 0,0,0
7168,31960203701901A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",ตาก,คณะวิศวกรรมศาสตร,ค.อ.บ. วิศวกรรมไฟฟา,วิศวกรรมไฟฟา (5ป),,Admission1,,,3,2,1,0,1 : 0.67,0,0
7169,31960203701901A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",ตาก,คณะวิศวกรรมศาสตร,ค.อ.บ. วิศวกรรมไฟฟา,วิศวกรรมไฟฟา (5ป),,Admission2,,,2,2,0,0,1 : 1,0,0
7170,31960204800104A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",ตาก,"คณะศิลปกรรมและสถาปตยกรรม
ศาสตร",ศป.บ. ออกแบบอุตสาหกรรม,,,Admission1,,,3,3,0,0,1 : 1,0,0
7171,31960204800104A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",ตาก,"คณะศิลปกรรมและสถาปตยกรรม
ศาสตร",ศป.บ. ออกแบบอุตสาหกรรม,,,Admission2,,,2,2,0,0,1 : 1,0,0
7172,31960301610501A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",นาน,คณะบริหารธุรกิจและศิลปศาสตร,บช.บ. การบัญชี,,,Admission1,,,3,3,1,0,1 : 1,0,0
7173,31960301610501A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",นาน,คณะบริหารธุรกิจและศิลปศาสตร,บช.บ. การบัญชี,,,Admission2,,,2,2,0,0,1 : 1,0,0
7174,31960301610801A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",นาน,คณะบริหารธุรกิจและศิลปศาสตร,บธ.บ. บริหารธุรกิจ,การจัดการธุรกิจ (4ป),,Admission1,,,3,4,2,2,1 : 1.33,0,0
7175,31960301610801A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",นาน,คณะบริหารธุรกิจและศิลปศาสตร,บธ.บ. บริหารธุรกิจ,การตลาด (4ป),,Admission1,,,3,3,1,1,1 : 1,0,0
7176,31960301610801A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",นาน,คณะบริหารธุรกิจและศิลปศาสตร,บธ.บ. บริหารธุรกิจ,การตลาด (4ป),,Admission2,,,2,0,0,0,1 : 0,0,0
7177,31960301610801A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",นาน,คณะบริหารธุรกิจและศิลปศาสตร,บธ.บ. บริหารธุรกิจ,การจัดการธุรกิจ (4ป),,Admission2,,,2,0,0,0,1 : 0,0,0
7178,31960301902501A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",นาน,คณะบริหารธุรกิจและศิลปศาสตร,"ศศ.บ. ภาษาอังกฤษเพื่อการสื่อสาร
สากล",,,Admission1,,,3,4,1,0,1 : 1.33,0,0
7179,31960301902501A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",นาน,คณะบริหารธุรกิจและศิลปศาสตร,"ศศ.บ. ภาษาอังกฤษเพื่อการสื่อสาร
สากล",,,Admission2,,,2,0,0,0,1 : 0,0,0
7180,31960302211002A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",นาน,"คณะวิทยาศาสตรและ
เทคโนโลยีการเกษตร","วท.บ. วิทยาศาสตรและเทคโนโลยีการ
อาหาร",,,Admission1,,,3,1,0,0,1 : 0.33,0,0
7181,31960302211002A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",นาน,"คณะวิทยาศาสตรและ
เทคโนโลยีการเกษตร","วท.บ. วิทยาศาสตรและเทคโนโลยีการ
อาหาร",,,Admission2,,,2,0,0,0,1 : 0,0,0
7182,31960302220201A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",นาน,"คณะวิทยาศาสตรและ
เทคโนโลยีการเกษตร",วท.บ. วิทยาการคอมพิวเตอร,,,Admission1,,,3,8,3,2,1 : 2.67,0,0
7183,31960302220201A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",นาน,"คณะวิทยาศาสตรและ
เทคโนโลยีการเกษตร",วท.บ. วิทยาการคอมพิวเตอร,,,Admission2,,,2,1,0,0,1 : 0.5,0,0
7184,31960302500201A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",นาน,"คณะวิทยาศาสตรและ
เทคโนโลยีการเกษตร",วท.บ. เกษตรศาสตร,,,Admission1,,,3,3,2,2,1 : 1,0,0
7185,31960302500201A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",นาน,"คณะวิทยาศาสตรและ
เทคโนโลยีการเกษตร",วท.บ. เกษตรศาสตร,,,Admission2,,,2,2,0,0,1 : 1,0,0
7186,31960303300401A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",นาน,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมเกษตรและชีวภาพ,วิศวกรรมเกษตร (4ป),,Admission1,,,3,1,0,0,1 : 0.33,0,0
7187,31960303300401A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",นาน,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมเกษตรและชีวภาพ,วิศวกรรมเกษตร (4ป),,Admission2,,,2,0,0,0,1 : 0,0,0
7188,31960303301601A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",นาน,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมไฟฟา,วิศวกรรมไฟฟา (4ป),,Admission1,,,3,3,0,0,1 : 1,0,0
7189,31960303301601A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",นาน,คณะวิศวกรรมศาสตร,วศ.บ. วิศวกรรมไฟฟา,วิศวกรรมไฟฟา (4ป),,Admission2,,,2,2,0,0,1 : 1,0,0
7190,31960401610801A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",พิษณุโลก,คณะบริหารธุรกิจและศิลปศาสตร,บธ.บ. บริหารธุรกิจ,การจัดการธุรกิจ (4ป),,Admission1,,,3,4,2,2,1 : 1.33,0,0
7191,31960401610801A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",พิษณุโลก,คณะบริหารธุรกิจและศิลปศาสตร,บธ.บ. บริหารธุรกิจ,การจัดการธุรกิจ (4ป),,Admission2,,,2,0,0,0,1 : 0,0,0
7192,31960401902501A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",พิษณุโลก,คณะบริหารธุรกิจและศิลปศาสตร,"ศศ.บ. ภาษาอังกฤษเพื่อการสื่อสาร
สากล",,,Admission1,,,3,3,1,1,1 : 1,0,0
7193,31960401902501A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",พิษณุโลก,คณะบริหารธุรกิจและศิลปศาสตร,"ศศ.บ. ภาษาอังกฤษเพื่อการสื่อสาร
สากล",,,Admission2,,,2,1,0,0,1 : 0.5,0,0
7194,31960402211002A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",พิษณุโลก,"คณะวิทยาศาสตรและ
เทคโนโลยีการเกษตร","วท.บ. วิทยาศาสตรและเทคโนโลยีการ
อาหาร",,,Admission1,,,3,0,0,0,1 : 0,0,0
7195,31960402211002A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",พิษณุโลก,"คณะวิทยาศาสตรและ
เทคโนโลยีการเกษตร","วท.บ. วิทยาศาสตรและเทคโนโลยีการ
อาหาร",,,Admission2,,,2,0,0,0,1 : 0,0,0
7196,31960402211101A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",พิษณุโลก,"คณะวิทยาศาสตรและ
เทคโนโลยีการเกษตร",วท.บ. เครื่องจักรกลเกษตร,,,Admission1,,,3,0,0,0,1 : 0,0,0
7197,31960402211101A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",พิษณุโลก,"คณะวิทยาศาสตรและ
เทคโนโลยีการเกษตร",วท.บ. เครื่องจักรกลเกษตร,,,Admission2,,,2,1,0,0,1 : 0.5,0,0
7198,31960402220101A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",พิษณุโลก,"คณะวิทยาศาสตรและ
เทคโนโลยีการเกษตร",วท.บ. เทคโนโลยีสารสนเทศ,,,Admission1,,,3,0,0,0,1 : 0,0,0
7199,31960402220101A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",พิษณุโลก,"คณะวิทยาศาสตรและ
เทคโนโลยีการเกษตร",วท.บ. เทคโนโลยีสารสนเทศ,,,Admission2,,,2,0,0,0,1 : 0,0,0
7200,31960402500201A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",พิษณุโลก,"คณะวิทยาศาสตรและ
เทคโนโลยีการเกษตร",วท.บ. เกษตรศาสตร,,,Admission1,,,3,3,0,0,1 : 1,0,0
7201,31960402500201A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",พิษณุโลก,"คณะวิทยาศาสตรและ
เทคโนโลยีการเกษตร",วท.บ. เกษตรศาสตร,,,Admission2,,,2,0,0,0,1 : 0,0,0
7202,31960403701101A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",พิษณุโลก,คณะวิศวกรรมศาสตร,ค.อ.บ. วิศวกรรมเครื่องกล,,,Admission1,,,3,4,0,0,1 : 1.33,0,0
7203,31960403701101A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",พิษณุโลก,คณะวิศวกรรมศาสตร,ค.อ.บ. วิศวกรรมเครื่องกล,,,Admission2,,,2,0,0,0,1 : 0,0,0
7204,31960403703401A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",พิษณุโลก,คณะวิศวกรรมศาสตร,ค.อ.บ. วิศวกรรมอุตสาหการ,,,Admission1,,,3,0,0,0,1 : 0,0,0
7205,31960403703401A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",พิษณุโลก,คณะวิศวกรรมศาสตร,ค.อ.บ. วิศวกรรมอุตสาหการ,,,Admission2,,,2,0,0,0,1 : 0,0,0
7206,31960501610801A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะบริหารธุรกิจและศิลปศาสตร,บธ.บ. บริหารธุรกิจ,การตลาด (4ป),,Admission1,,,3,279,3,3,1 : 93,0,0
7207,31960501610801A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะบริหารธุรกิจและศิลปศาสตร,บธ.บ. บริหารธุรกิจ,"ภาษาอังกฤษธุรกิจ
(4ป)",,Admission1,,,3,109,3,3,1 : 36.33,0,0
7208,31960501610801A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะบริหารธุรกิจและศิลปศาสตร,บธ.บ. บริหารธุรกิจ,การตลาด (4ป),,Admission2,,,2,117,3,2,1 : 58.5,15687.6,14868
7209,31960501610801A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะบริหารธุรกิจและศิลปศาสตร,บธ.บ. บริหารธุรกิจ,"ภาษาอังกฤษธุรกิจ
(4ป)",,Admission2,,,2,36,2,2,1 : 18,14523.3,14463.54
7210,31960501610801B,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะบริหารธุรกิจและศิลปศาสตร,บธ.บ. บริหารธุรกิจ,"การตลาด (4ป)
ภาคพิเศษ",,Admission1,,,3,67,4,3,1 : 22.33,0,0
7211,31960501610801B,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะบริหารธุรกิจและศิลปศาสตร,บธ.บ. บริหารธุรกิจ,"การตลาด (4ป)
ภาคพิเศษ *
โครงการรวม บ.ซีพี
ออลฯ",,Admission1,,,3,26,4,3,1 : 8.67,0,0
7212,31960501610801B,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะบริหารธุรกิจและศิลปศาสตร,บธ.บ. บริหารธุรกิจ,"การตลาด (4ป)
ภาคพิเศษ *
โครงการรวม บ.ซีพี
ออลฯ",,Admission2,,,2,6,1,0,1 : 3,0,0
7213,31960501610801B,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะบริหารธุรกิจและศิลปศาสตร,บธ.บ. บริหารธุรกิจ,"การตลาด (4ป)
ภาคพิเศษ",,Admission2,,,2,27,2,2,1 : 13.5,13187.04,13100.7
7214,31960501610802E,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะบริหารธุรกิจและศิลปศาสตร,"International Business
Management",,,Admission1,,,3,43,3,3,1 : 14.33,0,0
7215,31960501610802E,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะบริหารธุรกิจและศิลปศาสตร,"International Business
Management",,,Admission2,,,2,20,2,2,1 : 10,14055,13173.9
7216,31960501610901A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะบริหารธุรกิจและศิลปศาสตร,บธ.บ.ระบบสารสนเทศทางธุรกิจ,"พัฒนาซอฟแวรทาง
ธุรกิจ (4ป)",,Admission1,,,3,67,3,3,1 : 22.33,0,0
7217,31960501610901A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะบริหารธุรกิจและศิลปศาสตร,บธ.บ.ระบบสารสนเทศทางธุรกิจ,"พัฒนาซอฟแวรทาง
ธุรกิจ (4ป)",,Admission2,,,2,20,2,2,1 : 10,13028.1,12904.5
7218,31960501620101A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะบริหารธุรกิจและศิลปศาสตร,ศศ.บ. การทองเที่ยวและการบริการ,,,Admission1,,,3,134,3,3,1 : 44.67,0,0
7219,31960501620101A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะบริหารธุรกิจและศิลปศาสตร,ศศ.บ. การทองเที่ยวและการบริการ,,,Admission2,,,2,53,2,2,1 : 26.5,17699.24,17643.5
7220,31960501902501A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะบริหารธุรกิจและศิลปศาสตร,"ศศ.บ. ภาษาอังกฤษเพื่อการสื่อสาร
สากล",,,Admission1,,,3,96,3,3,1 : 32,0,0
7221,31960501902501A,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะบริหารธุรกิจและศิลปศาสตร,"ศศ.บ. ภาษาอังกฤษเพื่อการสื่อสาร
สากล",,,Admission2,,,2,44,2,2,1 : 22,18995.1,18460.54
7222,31960501902501B,"มหาวิทยาลัยเทคโนโลยีราช
มงคลลานนา",เชียงใหม อ.เมือง,คณะบริหารธุรกิจและศิลปศาสตร,"ศศ.บ. ภาษาอังกฤษเพื่อการสื่อสาร
สากล",,,Admission1,,,3,23,3,3,1 : 7.67,0,0
